Site ID,Wetland Type Stagg,Wetland Subclass LUCAS,Transect,Year,Aboveground NPP ,Belowground NPP,Aboveground Mortality,Belowground Mortality ,AGVF.annual.percent.loss,BGVF.annual.percent.loss,AGVF.percent.lignin,BGVF.percent.lignin,Foliage Live Stock,Fine Roots Live Stock,AGVF.DOM.Stock,BGVF.DOM.Stock
4045,2,Estuarine Herbaceous,4,2,174.084426,3672.258902,340.0338306,3689.431529,NA,NA,NA,NA,121.673083,1.073289172,37.52173788,2662.011038
4045,2,Estuarine Herbaceous,5,2,280.5508896,2516.863108,306.5611528,2862.462222,NA,NA,NA,NA,218.6727299,3.756512102,113.4374221,2487.218064
4245,2,Estuarine Herbaceous,1,2,562.3049686,1261.539777,405.5261345,1294.846067,NA,NA,NA,NA,298.0639593,1.537213376,397.6946642,173.1842178
4245,2,Estuarine Herbaceous,2,2,446.7538747,2562.022293,319.3385534,3131.303646,NA,NA,NA,NA,297.8839255,6.148853503,179.655729,1481.868732
4245,2,Estuarine Herbaceous,3,2,674.5686452,3724.155605,656.9739419,5242.410016,NA,NA,NA,NA,295.7595266,14.34732484,253.9556783,2859.718012
4245,2,Estuarine Herbaceous,4,2,1073.037455,1700.670398,714.9268222,1713.48051,NA,NA,NA,NA,381.8696932,0.512404459,117.6520883,1455.183113
4245,2,Estuarine Herbaceous,5,2,920.628041,1310.730605,738.1403803,2457.491783,NA,NA,NA,NA,506.8131504,4.099235669,210.5675325,1634.902585
BA,2,Estuarine Herbaceous,1,2,329.171955,3207.870086,548.2741825,3211.310161,NA,NA,NA,NA,136.8280486,7.453496178,159.8297786,2455.692683
BA,2,Estuarine Herbaceous,2,2,540.9347675,2406.90592,500.7838504,2446.466784,NA,NA,NA,NA,268.4610023,2.866729299,160.6000858,650.4521885
BA,2,Estuarine Herbaceous,3,2,588.3946456,1617.790901,392.6058539,1775.078782,NA,NA,NA,NA,316.0229909,3.440075159,66.30015812,192.0719325
BA,2,Estuarine Herbaceous,4,2,723.0676256,1631.742317,977.8189518,2375.945243,NA,NA,NA,NA,185.8231668,6.880150318,120.5799417,772.4119739
BA,2,Estuarine Herbaceous,5,2,529.7563566,1699.970475,667.1701969,2072.836399,NA,NA,NA,NA,405.3786215,6.880150318,159.9551775,1999.07996
253,3,Estuarine Herbaceous,1,2,740.3335973,3127.167715,674.72065,3708.966359,NA,NA,NA,NA,379.0629976,188.2289732,190.0709788,1173.900978
253,3,Estuarine Herbaceous,2,2,320.4859133,1410.113075,568.8503143,1973.730512,NA,NA,NA,NA,220.7517273,103.2050904,255.3654589,1023.57091
253,3,Estuarine Herbaceous,3,2,585.9100634,783.9308943,937.5239716,2552.85545,NA,NA,NA,NA,95.41834614,2.673707006,142.8751818,174.0954841
253,3,Estuarine Herbaceous,4,2,590.486942,1633.100239,622.7635071,2305.270181,NA,NA,NA,NA,322.278379,27.80655287,296.5399632,223.837051
253,3,Estuarine Herbaceous,5,2,396.3785647,1053.440561,526.4576294,1655.559378,NA,NA,NA,NA,188.2959156,59.35629554,149.9754344,1214.7996
309,3,Estuarine Herbaceous,1,2,541.6240489,3979.638675,623.414438,4103.323154,NA,NA,NA,NA,171.7975688,269.621814,431.3815153,5359.578008
309,3,Estuarine Herbaceous,2,2,714.4673267,5859.746257,673.4135034,5874.753997,NA,NA,NA,NA,381.7723752,74.00368408,358.6604357,6081.970624
309,3,Estuarine Herbaceous,3,2,905.1585516,5991.710869,691.208279,6126.78053,NA,NA,NA,NA,465.7658425,4.140066242,298.3992437,6749.662161
309,3,Estuarine Herbaceous,4,2,640.5055754,4067.615083,527.9536203,4135.408668,NA,NA,NA,NA,479.9626704,31.05049682,496.9598713,4089.61066
309,3,Estuarine Herbaceous,5,2,540.0820714,3307.912927,828.8164833,3958.420836,NA,NA,NA,NA,150.1035397,3.105049682,146.7537264,3269.094456
399,3,Estuarine Herbaceous,1,2,883.420569,1697.581273,481.4862084,1699.186298,NA,NA,NA,NA,617.3203133,10.70016561,379.2894341,1904.23546
399,3,Estuarine Herbaceous,2,2,862.7053489,2286.62539,622.30581,2308.560729,NA,NA,NA,NA,374.8999009,3.745057962,219.662371,1921.180825
399,3,Estuarine Herbaceous,3,2,233.8945883,3511.794352,378.3220485,4211.585182,NA,NA,NA,NA,19.17888352,0.53500828,25.72941768,1119.982758
399,3,Estuarine Herbaceous,4,2,40.55253364,NA,92.20889799,NA,NA,NA,NA,NA,21.74507216,0,18.80746148,1993.198629
399,3,Estuarine Herbaceous,5,2,73.00131368,3142.10363,186.0773772,3142.10363,NA,NA,NA,NA,44.9927153,0.53500828,12.17251322,2233.611004
2825,3,Estuarine Herbaceous,1,2,727.0756663,245.6578174,794.3561874,273.7161783,NA,NA,NA,NA,198.545149,2.943184713,103.8705384,4.712692994
2825,3,Estuarine Herbaceous,2,2,1293.161049,NA,1155.52444,NA,NA,NA,NA,NA,329.786244,3.531821656,177.0035072,36.5233707
2825,3,Estuarine Herbaceous,3,2,1945.155948,943.5850191,1699.955947,2401.050089,NA,NA,NA,NA,417.7630332,3.531821656,613.9548935,171.4242076
2825,3,Estuarine Herbaceous,4,2,2169.713987,804.0780637,2157.634376,815.8508025,NA,NA,NA,NA,426.9951654,1.177273885,418.1250776,332.2448561
2825,3,Estuarine Herbaceous,5,2,168.2963393,433.8254268,307.6961049,442.0663439,NA,NA,NA,NA,174.686423,0,173.4735743,582.6066713
3565,3,Estuarine Herbaceous,1,2,950.754119,389.0833529,1304.632358,503.7995045,NA,NA,NA,NA,20.1285162,3.700521019,28.40357286,257.5016465
3565,3,Estuarine Herbaceous,2,2,1203.953649,258.5078255,1256.110591,1175.708392,NA,NA,NA,NA,162.6108847,9.515625478,395.7747993,233.6273217
3565,3,Estuarine Herbaceous,3,2,844.852318,962.135465,831.1012727,1425.053023,NA,NA,NA,NA,510.9202343,0.52864586,539.5130496,248.9751019
3565,3,Estuarine Herbaceous,4,2,263.6147468,1647.260499,261.2870645,1676.336022,NA,NA,NA,NA,134.7922431,1.05729172,44.95368618,509.8873662
3565,3,Estuarine Herbaceous,5,2,213.0526022,734.8177452,400.2770495,1173.065163,NA,NA,NA,NA,117.8636449,1.58593758,137.2007835,212.5951783
3617,3,Estuarine Herbaceous,1,2,515.9609089,793.8554344,492.3262346,798.3696408,NA,NA,NA,NA,157.693043,1.934659873,214.7682485,449.9793516
3617,3,Estuarine Herbaceous,2,2,688.0156583,486.8894013,588.7072549,673.2616357,NA,NA,NA,NA,240.0980003,0,143.5995341,335.9396408
3617,3,Estuarine Herbaceous,3,2,760.7444751,611.9974064,645.2741124,611.9974064,NA,NA,NA,NA,185.6171224,0,158.3766834,352.7928
3617,3,Estuarine Herbaceous,4,2,719.9662041,1075.026003,535.2027557,1087.923735,NA,NA,NA,NA,195.9067862,0,312.8618755,379.1960828
3617,3,Estuarine Herbaceous,5,2,1145.931995,1894.032015,888.5974929,1894.676902,NA,NA,NA,NA,368.0263938,0,406.17002,364.0282395
175,4,Estuarine Herbaceous,1,2,853.7971884,2188.398222,633.7298964,2772.737656,NA,NA,NA,NA,458.7559907,44.42652229,586.5,3109.362265
175,4,Estuarine Herbaceous,2,2,402.2359758,342.3455541,218.5613347,718.6643312,NA,NA,NA,NA,341.0290047,0,114.3,438.1641274
175,4,Estuarine Herbaceous,3,2,318.6845808,837.309279,192.3406115,1162.406889,NA,NA,NA,NA,179.8299464,3.135989809,151.91,1207.088736
175,4,Estuarine Herbaceous,4,2,384.3952017,1598.309473,327.6918804,1839.258023,NA,NA,NA,NA,219.6200874,3.135989809,232.93,1095.944665
175,4,Estuarine Herbaceous,5,2,119.7970847,677.3737987,154.1939076,1001.948744,NA,NA,NA,NA,69.97249584,0.522664968,80.05,679.1543975
224,4,Estuarine Herbaceous,1,2,613.61167,2160.181269,512.0043173,2573.120953,NA,NA,NA,NA,503.4144566,1.134449682,347.07,660.7299669
224,4,Estuarine Herbaceous,2,2,455.2306789,1615.834496,322.4648973,2008.921311,NA,NA,NA,NA,408.1825159,4.537798726,428.85,928.5779656
224,4,Estuarine Herbaceous,3,2,1186.54704,1289.869288,1185.051223,1460.603965,NA,NA,NA,NA,244.8136921,1.701674522,434.14,1124.732175
224,4,Estuarine Herbaceous,4,2,699.4712404,1929.131683,614.489997,2600.725895,NA,NA,NA,NA,422.7858115,5.105023567,461.18,2443.897907
224,4,Estuarine Herbaceous,5,2,819.0088849,758.3796121,923.9414594,1300.64656,NA,NA,NA,NA,544.9531138,6.239473248,557.5,580.4329223
237,4,Estuarine Herbaceous,1,2,529.7691168,2398.708104,524.6414202,2766.952122,NA,NA,NA,NA,274.9539149,5.391566879,390.04,2040.100318
237,4,Estuarine Herbaceous,2,2,232.9701411,2664.871789,672.0466921,3099.791518,NA,NA,NA,NA,59.15108768,11.86144713,126.47,636.5558917
237,4,Estuarine Herbaceous,3,2,338.441826,2754.551518,450.0241748,3358.946166,NA,NA,NA,NA,181.3297533,2.695783439,210.06,2052.363217
237,4,Estuarine Herbaceous,4,2,1150.92303,1034.102527,1446.910366,1747.586544,NA,NA,NA,NA,129.4124733,59.30723567,173.37,505.5658439
237,4,Estuarine Herbaceous,5,2,189.9359077,1915.623712,319.0316856,2665.590665,NA,NA,NA,NA,157.7939197,1.617470064,187.56,2697.280175
337,4,Estuarine Herbaceous,1,2,416.57456,1189.201156,339.1842268,1638.549688,NA,NA,NA,NA,191.8528282,390.1816433,222.23,1555.959715
337,4,Estuarine Herbaceous,2,2,380.1444026,837.398035,339.9068418,1345.38042,NA,NA,NA,NA,149.5323514,18.12319108,192.57,1160.413024
337,4,Estuarine Herbaceous,3,2,245.4270971,1136.430688,286.6060726,1494.630229,NA,NA,NA,NA,110.8105546,1.599105096,224.53,137.558186
337,4,Estuarine Herbaceous,4,2,425.8821859,1577.783694,300.3415144,2062.845573,NA,NA,NA,NA,260.9474842,0,164.93,1233.206461
337,4,Estuarine Herbaceous,5,2,485.4561741,2006.166182,387.8700488,2122.367818,NA,NA,NA,NA,222.2256874,13.85891083,157.59,273.5106344
377,4,Estuarine Herbaceous,1,2,216.3150625,2351.040632,319.5493763,2351.040632,NA,NA,NA,NA,67.29821592,0,62.66,2203.347115
377,4,Estuarine Herbaceous,2,2,249.3482157,905.5592051,246.1019278,985.2029045,NA,NA,NA,NA,92.96790984,0,90.88,1098.583309
377,4,Estuarine Herbaceous,3,2,135.6868781,782.4734879,502.2153309,1325.498711,NA,NA,NA,NA,78.05532072,0,55.66,1169.659022
377,4,Estuarine Herbaceous,4,2,178.8125533,673.8684433,240.9046252,761.2696459,NA,NA,NA,NA,114.3494976,0,40.46,1000.725443
377,4,Estuarine Herbaceous,5,2,314.5141671,1032.782257,260.1789993,1088.63628,NA,NA,NA,NA,210.0729946,0,86.26,778.7425987
4455,4,Estuarine Herbaceous,1,2,192.9179894,2645.626439,798.8251783,3066.175624,NA,NA,NA,NA,202.6187821,2.818694268,306.47,578.5843223
4455,4,Estuarine Herbaceous,2,2,555.6448445,2512.58407,676.76437,2525.550064,NA,NA,NA,NA,310.4253645,0.563738854,351.64,1158.246083
4455,4,Estuarine Herbaceous,3,2,153.9888346,4847.026662,416.0488186,5596.799338,NA,NA,NA,NA,198.6592749,11.83851592,178.68,2358.512256
4455,4,Estuarine Herbaceous,4,2,336.6121053,2822.076701,512.7147876,3449.518045,NA,NA,NA,NA,212.3375725,18.60338217,266.33,2013.193308
4455,4,Estuarine Herbaceous,5,2,362.5288797,1834.782055,438.8519805,3122.737423,NA,NA,NA,NA,267.4107181,16.91216561,328.96,1149.626577
211,1,Palustrine Herbaceous,1,3,NA,NA,NA,NA,63.46210837,33.9716097,6.43,12.17,NA,NA,NA,NA
211,1,Palustrine Herbaceous,2,3,NA,NA,NA,NA,66.1888631,56.42051221,NA,NA,NA,NA,NA,NA
211,1,Palustrine Herbaceous,3,3,NA,NA,NA,NA,NA,37.42628096,NA,NA,NA,NA,NA,NA
211,1,Palustrine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,1,Palustrine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,1,Palustrine Herbaceous,1,3,NA,NA,NA,NA,66.73131782,21.78151279,NA,NA,NA,NA,NA,NA
273,1,Palustrine Herbaceous,2,3,NA,NA,NA,NA,58.94632164,40.09711829,NA,NA,NA,NA,NA,NA
273,1,Palustrine Herbaceous,3,3,NA,NA,NA,NA,64.2331291,33.81853081,NA,NA,NA,NA,NA,NA
273,1,Palustrine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,1,Palustrine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,1,Palustrine Herbaceous,1,3,NA,NA,NA,NA,58.99461019,53.74016451,9.36,8.055,NA,NA,NA,NA
327,1,Palustrine Herbaceous,2,3,NA,NA,NA,NA,62.89287265,70.24625088,NA,NA,NA,NA,NA,NA
327,1,Palustrine Herbaceous,3,3,NA,NA,NA,NA,58.4280041,61.9031613,NA,NA,NA,NA,NA,NA
327,1,Palustrine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,1,Palustrine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1,Palustrine Herbaceous,1,3,NA,NA,NA,NA,68.86574516,44.98885137,7.25,8.98,NA,NA,NA,NA
331,1,Palustrine Herbaceous,2,3,NA,NA,NA,NA,70.316118,58.54173056,NA,NA,NA,NA,NA,NA
331,1,Palustrine Herbaceous,3,3,NA,NA,NA,NA,67.00349901,46.92798625,NA,NA,NA,NA,NA,NA
331,1,Palustrine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1,Palustrine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,1,Palustrine Herbaceous,1,3,NA,NA,NA,NA,72.45748744,46.45938598,NA,NA,NA,NA,NA,NA
367,1,Palustrine Herbaceous,2,3,NA,NA,NA,NA,58.16920685,32.91564781,NA,NA,NA,NA,NA,NA
367,1,Palustrine Herbaceous,3,3,NA,NA,NA,NA,69.98296482,48.20338279,NA,NA,NA,NA,NA,NA
367,1,Palustrine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,1,Palustrine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3166,1,Palustrine Herbaceous,1,3,NA,NA,NA,NA,61.08864547,44.32900426,NA,NA,NA,NA,NA,NA
3166,1,Palustrine Herbaceous,2,3,NA,NA,NA,NA,56.51218605,37.31717509,NA,NA,NA,NA,NA,NA
3166,1,Palustrine Herbaceous,3,3,NA,NA,NA,NA,60.8266364,39.00487961,NA,NA,NA,NA,NA,NA
3166,1,Palustrine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3166,1,Palustrine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2,Estuarine Herbaceous,1,3,NA,NA,NA,NA,73.84920273,41.37831713,7.9,4.72,NA,NA,NA,NA
225,2,Estuarine Herbaceous,2,3,NA,NA,NA,NA,65.48952164,57.61025314,NA,NA,NA,NA,NA,NA
225,2,Estuarine Herbaceous,3,3,NA,NA,NA,NA,69.56218679,38.0049596,NA,NA,NA,NA,NA,NA
225,2,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,2,Estuarine Herbaceous,1,3,NA,NA,NA,NA,88.14697556,77.80134803,NA,NA,NA,NA,NA,NA
305,2,Estuarine Herbaceous,2,3,NA,NA,NA,NA,NA,81.23715044,NA,NA,NA,NA,NA,NA
305,2,Estuarine Herbaceous,3,3,NA,NA,NA,NA,83.06456852,85.40408686,NA,NA,NA,NA,NA,NA
305,2,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,2,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,2,Estuarine Herbaceous,1,3,NA,NA,NA,NA,70.95546697,NA,NA,NA,NA,NA,NA,NA
398,2,Estuarine Herbaceous,2,3,NA,NA,NA,NA,68.5440205,51.64467793,NA,NA,NA,NA,NA,NA
398,2,Estuarine Herbaceous,3,3,NA,NA,NA,NA,71.38416856,34.8273725,NA,NA,NA,NA,NA,NA
398,2,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,2,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4045,2,Estuarine Herbaceous,1,3,NA,NA,NA,NA,NA,NA,7.74,5.39,NA,NA,NA,NA
4045,2,Estuarine Herbaceous,2,3,NA,NA,NA,NA,85.58045136,NA,NA,NA,NA,NA,NA,NA
4045,2,Estuarine Herbaceous,3,3,NA,NA,NA,NA,NA,73.00755788,NA,NA,NA,NA,NA,NA
4045,2,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4045,2,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4245,2,Estuarine Herbaceous,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4245,2,Estuarine Herbaceous,2,3,NA,NA,NA,NA,NA,54.49010958,NA,NA,NA,NA,NA,NA
4245,2,Estuarine Herbaceous,3,3,NA,NA,NA,NA,NA,72.41158713,NA,NA,NA,NA,NA,NA
4245,2,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4245,2,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,2,Estuarine Herbaceous,1,3,NA,NA,NA,NA,86.11437572,61.20623928,7.71,7.44,NA,NA,NA,NA
BA,2,Estuarine Herbaceous,2,3,NA,NA,NA,NA,81.95962199,81.09377488,NA,NA,NA,NA,NA,NA
BA,2,Estuarine Herbaceous,3,3,NA,NA,NA,NA,84.96635166,72.08820128,NA,NA,NA,NA,NA,NA
BA,2,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BA,2,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,3,Estuarine Herbaceous,1,3,NA,NA,NA,NA,78.08695652,54.82100179,8.9,7.45,NA,NA,NA,NA
253,3,Estuarine Herbaceous,2,3,NA,NA,NA,NA,69.1814093,48.06280222,NA,NA,NA,NA,NA,NA
253,3,Estuarine Herbaceous,3,3,NA,NA,NA,NA,57.664,NA,NA,NA,NA,NA,NA,NA
253,3,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,3,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,3,Estuarine Herbaceous,1,3,NA,NA,NA,NA,75.37200049,35.14976333,7.79,14.79,NA,NA,NA,NA
309,3,Estuarine Herbaceous,2,3,NA,NA,NA,NA,57.52646073,41.38543517,NA,NA,NA,NA,NA,NA
309,3,Estuarine Herbaceous,3,3,NA,NA,NA,NA,63.38474803,31.22888387,NA,NA,NA,NA,NA,NA
309,3,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,3,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,3,Estuarine Herbaceous,1,3,NA,NA,NA,NA,59.56992595,23.18265704,NA,NA,NA,NA,NA,NA
399,3,Estuarine Herbaceous,2,3,NA,NA,NA,NA,52.19860896,26.74504481,NA,NA,NA,NA,NA,NA
399,3,Estuarine Herbaceous,3,3,NA,NA,NA,NA,51.55409583,40.81657136,NA,NA,NA,NA,NA,NA
399,3,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,3,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2825,3,Estuarine Herbaceous,1,3,NA,NA,NA,NA,56.13036463,45.74196865,NA,NA,NA,NA,NA,NA
2825,3,Estuarine Herbaceous,2,3,NA,NA,NA,NA,49.6281122,26.34583525,NA,NA,NA,NA,NA,NA
2825,3,Estuarine Herbaceous,3,3,NA,NA,NA,NA,62.89235131,38.39467283,NA,NA,NA,NA,NA,NA
2825,3,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2825,3,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3565,3,Estuarine Herbaceous,1,3,NA,NA,NA,NA,72.70241201,NA,NA,NA,NA,NA,NA,NA
3565,3,Estuarine Herbaceous,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3565,3,Estuarine Herbaceous,3,3,NA,NA,NA,NA,NA,40.0167953,NA,NA,NA,NA,NA,NA
3565,3,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3565,3,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3617,3,Estuarine Herbaceous,1,3,NA,NA,NA,NA,53.97306748,28.0162373,9.15,18.56,NA,NA,NA,NA
3617,3,Estuarine Herbaceous,2,3,NA,NA,NA,NA,44.11015337,29.9474606,NA,NA,NA,NA,NA,NA
3617,3,Estuarine Herbaceous,3,3,NA,NA,NA,NA,37.10371166,18.63417365,NA,NA,NA,NA,NA,NA
3617,3,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3617,3,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,4,Estuarine Herbaceous,1,3,NA,NA,NA,NA,73.88697789,14.88621915,NA,NA,NA,NA,NA,NA
175,4,Estuarine Herbaceous,2,3,NA,NA,NA,NA,83.95137183,40.8990508,NA,NA,NA,NA,NA,NA
175,4,Estuarine Herbaceous,3,3,NA,NA,NA,NA,73.01654382,52.00383969,NA,NA,NA,NA,NA,NA
175,4,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,4,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,4,Estuarine Herbaceous,1,3,NA,NA,NA,NA,88.98138904,30.3867516,7.695,13.68,NA,NA,NA,NA
224,4,Estuarine Herbaceous,2,3,NA,NA,NA,NA,79.42830762,44.67991961,NA,NA,NA,NA,NA,NA
224,4,Estuarine Herbaceous,3,3,NA,NA,NA,NA,88.43860033,35.00538299,NA,NA,NA,NA,NA,NA
224,4,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,4,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,4,Estuarine Herbaceous,1,3,NA,NA,NA,NA,83.62495905,14.61385505,NA,NA,NA,NA,NA,NA
237,4,Estuarine Herbaceous,2,3,NA,NA,NA,NA,76.4982801,43.95105585,NA,NA,NA,NA,NA,NA
237,4,Estuarine Herbaceous,3,3,NA,NA,NA,NA,78.89197379,26.82049026,NA,NA,NA,NA,NA,NA
237,4,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,4,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,4,Estuarine Herbaceous,1,3,NA,NA,NA,NA,73.36767915,36.77673739,NA,NA,NA,NA,NA,NA
337,4,Estuarine Herbaceous,2,3,NA,NA,NA,NA,68.28659136,55.4881335,NA,NA,NA,NA,NA,NA
337,4,Estuarine Herbaceous,3,3,NA,NA,NA,NA,75.44576579,56.00351972,NA,NA,NA,NA,NA,NA
337,4,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,4,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,4,Estuarine Herbaceous,1,3,NA,NA,NA,NA,79.81564019,20.25726963,NA,NA,NA,NA,NA,NA
377,4,Estuarine Herbaceous,2,3,NA,NA,NA,NA,81.08225691,29.73911655,NA,NA,NA,NA,NA,NA
377,4,Estuarine Herbaceous,3,3,NA,NA,NA,NA,68.00840309,32.01903467,NA,NA,NA,NA,NA,NA
377,4,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,4,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4455,4,Estuarine Herbaceous,1,3,NA,NA,NA,NA,74.34947157,44.87729883,5.65,15.22,NA,NA,NA,NA
4455,4,Estuarine Herbaceous,2,3,NA,NA,NA,NA,71.12264603,47.66481603,NA,NA,NA,NA,NA,NA
4455,4,Estuarine Herbaceous,3,3,NA,NA,NA,NA,80.15078839,51.00391969,NA,NA,NA,NA,NA,NA
4455,4,Estuarine Herbaceous,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4455,4,Estuarine Herbaceous,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
