"","Site","Habitat.Type.2014","Mode_Habitat_Type","Core.Increment.cm","Percent.Moisture","Bulk.Density.g.cm.3","LOI.percent","TC.percent","TC.g.cm.3","min.depth.cm","max.depth.cm","TC.g.m.2.per.cm"
"56","3617","Brackish","Brackish","0-2",47.97789835,0.079597843,33.69214209,14.95516017,0.011903985,"0","2",119.03985
"57","3617","Brackish","Brackish","2-4",48.22984485,0.081400751,27.22318553,12.19744399,0.009928811,"2","4",99.28811
"58","3617","Brackish","Brackish","4-6",69.79052541,0.129195617,37.60077966,16.62141237,0.021474136,"4","6",214.74136
"59","3617","Brackish","Brackish","8-10",65.55768384,0.085625359,69.06087959,30.03285297,0.025715738,"8","10",257.15738
"60","3617","Brackish","Brackish","12-14",73.63623745,0.101568865,64.34446057,28.02224354,0.028461875,"12","14",284.61875
"61","3617","Brackish","Brackish","16-18",73.49245841,0.108793226,53.00782524,23.1894359,0.025228535,"16","18",252.28535
"62","3617","Brackish","Brackish","22-24",73.3766107,0.138900248,41.28774527,18.19316581,0.025270353,"22","24",252.70353
"63","3617","Brackish","Brackish","38-40",49.97066236,0.382139931,10.39825125,5.024974507,0.019202434,"38","40",192.02434
"64","3617","Brackish","Brackish","58-60",76.4260949,0.135396293,50.16143911,21.97602149,0.029754718,"58","60",297.54718
"65","3617","Brackish","Brackish","78-80",81.16634712,0.105561744,68.6085401,29.84002064,0.031499646,"78","80",314.99646
"66","3617","Brackish","Brackish","98-100",79.37465471,0.117886703,56.48096461,24.67003521,0.029082691,"98","100",290.82691
"67","211","Fresh","Fresh","0-2",51.12041667,0.071932941,54.10221265,23.65597325,0.017016437,"0","2",170.16437
"68","211","Fresh","Fresh","2-4",62.9393111,0.086305269,49.81602038,21.82876949,0.018839378,"2","4",188.39378
"69","211","Fresh","Fresh","4-6",59.57396712,0.074326632,49.28337428,21.60170246,0.016055818,"4","6",160.55818
"70","211","Fresh","Fresh","8-10",61.44196398,0.072791105,59.47867299,25.94795829,0.018887806,"8","10",188.87806
"71","211","Fresh","Fresh","12-14",58.11011548,0.066783961,76.63551402,33.26191963,0.022213627,"12","14",222.13627
"72","211","Fresh","Fresh","16-18",67.25267938,0.072905696,31.35761085,13.9599495,0.010177598,"16","18",101.77598
"73","211","Fresh","Fresh","22-24",68.42065748,0.074975984,78.58780376,34.09418074,0.025562447,"22","24",255.62447
"74","211","Fresh","Fresh","38-40",74.26854637,0.101742026,45.32365396,19.91367368,0.020260575,"38","40",202.60575
"75","211","Fresh","Fresh","58-60",77.63265173,0.104790161,NA,NA,NA,"58","60",NA
"76","211","Fresh","Fresh","78-80",78.34842755,0.081943151,87.15663089,37.74707175,0.03093114,"78","80",309.3114
"77","211","Fresh","Fresh","98-100",80.14598126,0.089007084,73.32046332,31.84871351,0.028347611,"98","100",283.47611
"78","273","Fresh","Fresh","0-2",29.60155369,0.057229571,NA,NA,NA,"0","2",NA
"79","273","Fresh","Fresh","2-4",39.2032407,0.060002687,59.59821429,25.99891875,0.01560005,"2","4",156.0005
"80","273","Fresh","Fresh","4-6",58.37763762,0.064194191,86.5948756,37.50759547,0.024077698,"4","6",240.77698
"81","273","Fresh","Fresh","8-10",58.43217494,0.066218642,83.15551245,36.04139496,0.023866122,"8","10",238.66122
"82","273","Fresh","Fresh","12-14",64.82346551,0.057718495,NA,NA,NA,"12","14",NA
"83","273","Fresh","Fresh","16-18",65.76158765,0.065986913,88.49557522,38.31786372,0.025284775,"16","18",252.84775
